Ticket_ID,Customer_ID,Equipment_Model,Issue_Category,Priority_Level,Signal_Strength_dBm,Technician_Assigned,Department,Created_Date,Resolved_Date,Resolution_Time_Hrs,Status,Customer_Satisfaction_Rating,Escalation_Flag,First_Contact_Resolution,Technician_Expertise_Level,Remote_Resolution_Attempted,On_Site_Visit_Required,Cost_Of_Resolution,Parts_Replaced
3292,10371,Super Joey,Activation,Critical,-56.0,Carolyn Torres,Network Operations,2024-05-02 12:36:38.476169,2025-10-25 12:36:38.476169,16,Closed,1.7,True,True,Expert,True,True,27.91,False
3293,6038,Hopper 2,Signal Loss,High,-79.0,Briana Stephens,Installation,2026-02-06 12:36:38.476169,2025-06-06 12:36:38.476169,26,Clsd,1.4,True,True,Junior,True,False,285.78,True
3294,12359,4K Joey,Cancellation,High,-62.0,Mrs. Julia Green,Billing,2024-11-14 12:36:38.476169,2025-09-12 12:36:38.476169,4,In Progress,3.0,False,False,Senior,True,False,386.27,True
3295,8406,Hopper 3,Installation,Medium,-40.0,Richard Good,Network Operations,2025-02-08 12:36:38.476169,2024-11-07 12:36:38.476169,10,Clsd,1.7,True,True,Junior,False,False,36.25,True
3296,10910,Hopper 2,Hardware Failure,Low,-32.0,Devin Jones,Equipment Support,2024-12-18 12:36:38.476169,2025-03-14 12:36:38.476169,38,Open,4.8,True,False,Expert,False,False,156.04,False
3297,1209,Outdoor Dish,Hardware Failure,Low,-100.0,Isabella Collins,Technical Support,2025-03-22 12:36:38.476169,2024-09-24 12:36:38.476169,5,In Progress,4.8,False,False,Expert,True,True,49.81,True
3298,4263,Super Joey,Hardware Failure,Low,-85.0,Sandra Hughes,Billing,2024-06-20 12:36:38.476169,2025-01-04 12:36:38.476169,50,Clsd,1.0,False,False,Junior,True,True,453.77,True
3299,11589,Hopper 3,Activation,High,-99.0,David Williams,Network Operations,2025-09-28 12:36:38.476169,2025-01-05 12:36:38.476169,56,Resolved,3.0,True,True,Expert,False,True,488.37,True
3300,7300,4K Joey,Upgrade,Low,-32.0,William Francis,Technical Support,2025-12-17 12:36:38.476169,2024-04-25 12:36:38.476169,23,Closed,1.4,True,False,Junior,True,False,8.5,False
3301,2231,4K Joey,Activation,High,-50.0,Stephen Weiss,Technical Support,2024-08-21 12:36:38.476169,2024-04-03 12:36:38.476169,37,Clsd,4.8,True,True,Expert,False,True,279.21,False
3302,10554,Outdoor Dish,Remote Pairing,High,-79.0,Virginia Sharp,Technical Support,2024-06-02 12:36:38.476169,2024-03-16 12:36:38.476169,56,On Hold,4.0,False,True,Senior,True,True,193.61,False
3303,3338,Hopper 3,Remote Pairing,Medium,-68.0,Lynn Bishop,Billing,2025-03-05 12:36:38.476169,2024-03-16 12:36:38.476169,36,Closed,3.4,True,True,Senior,True,True,298.95,True
3304,10868,Hopper 2,Signal Loss,High,-77.0,Elizabeth Acosta,Installation,2024-07-17 12:36:38.476169,2026-02-18 12:36:38.476169,30,Clsd,2.6,False,True,Expert,False,False,126.06,False
3305,10673,Wally,Hardware Failure,High,-88.0,Charles Evans,Billing,2024-09-19 12:36:38.476169,2024-06-04 12:36:38.476169,4,Closed,1.4,False,True,Junior,False,False,264.0,False
3306,5831,Outdoor Dish,Activation,Low,-42.0,Donna Wright,Equipment Support,2024-10-21 12:36:38.476169,2025-07-01 12:36:38.476169,28,Open,1.6,True,False,Junior,False,True,346.97,True
3307,9771,Hopper 2,Installation,High,-64.93720823798627,Stephanie Matthews,Equipment Support,2025-04-16 12:36:38.476169,2026-03-02 12:36:38.476169,53,Clsd,3.8,False,False,Senior,True,False,345.43,True
3308,9340,Joey,Upgrade,Medium,-64.93720823798627,Gregory Nichols,Billing,2025-07-11 12:36:38.476169,2025-05-08 12:36:38.476169,68,On Hold,1.7,False,False,Junior,False,False,30.83,False
3309,6566,Hopper 3,Activation,High,-73.0,Angela Ho,Equipment Support,2024-05-10 12:36:38.476169,2026-01-30 12:36:38.476169,49,In Progress,2.4,True,False,Senior,True,False,379.47,True
3310,3836,Hopper 3,Installation,Medium,-42.0,Jennifer Myers,Equipment Support,2026-02-23 12:36:38.476169,2024-06-18 12:36:38.476169,54,Clsd,3.4,False,True,Junior,False,True,4.94,True
3311,5620,Hopper 3,Upgrade,Critical,-98.0,George Flynn,Network Operations,2026-03-10 12:36:38.476169,2024-09-26 12:36:38.476169,55,In Progress,3.9,True,True,Junior,True,False,133.55,True
3312,11329,4K Joey,Billing,Low,-72.0,Kevin Thomas,Billing,2024-10-03 12:36:38.476169,2025-10-07 12:36:38.476169,45,Closed,4.8,False,False,Senior,False,False,162.03,True
3313,5322,Super Joey,Cancellation,Critical,-58.0,Sydney Allen,Network Operations,2025-07-13 12:36:38.476169,2025-11-29 12:36:38.476169,59,Closed,2.7,True,False,Senior,True,False,497.63,True
3314,5085,Wally,Remote Pairing,Low,-32.0,Amanda Bell,Billing,2024-11-20 12:36:38.476169,2024-11-17 12:36:38.476169,25,Open,3.0,False,True,Junior,True,True,388.57,False
3315,9442,Wally,Hardware Failure,Critical,-72.0,Paul Thompson,Equipment Support,2025-04-03 12:36:38.476169,2026-03-05 12:36:38.476169,6,Clsd,3.3,True,True,Junior,True,True,326.29,False
3316,1473,4K Joey,Billing,Low,-100.0,Sherri Brown,Installation,2025-05-12 12:36:38.476169,2026-02-11 12:36:38.476169,11,Open,2.0,True,False,Expert,False,False,182.64,True
3317,10088,Wally,Remote Pairing,Medium,-64.0,Ernest Miller,Technical Support,2025-01-19 12:36:38.476169,2024-07-21 12:36:38.476169,45,On Hold,3.2,True,False,Senior,True,False,483.83,True
3318,7528,Joey,Activation,Low,-66.0,Jose Garcia,Billing,2026-01-12 12:36:38.476169,2024-07-01 12:36:38.476169,23,In Progress,4.7,True,True,Junior,False,True,308.77,True
3319,5162,Hopper 3,Cancellation,Medium,-68.0,Douglas Morris,Installation,2026-01-23 12:36:38.476169,2025-12-29 12:36:38.476169,66,Clsd,2.1,True,False,Expert,True,True,222.7,True
3320,2937,Joey,Cancellation,High,-49.0,William Obrien,Installation,2025-04-08 12:36:38.476169,2025-05-08 12:36:38.476169,30,In Progress,4.1,True,False,Senior,True,True,173.05,True
3321,10753,Hopper 3,Hardware Failure,High,-54.0,Amy Jones,Technical Support,2024-09-24 12:36:38.476169,2024-05-07 12:36:38.476169,49,Open,5.0,False,False,Junior,False,False,488.3,True
3322,8992,4K Joey,Installation,Medium,-48.0,Rebecca Alexander,Sales,2024-03-29 12:36:38.476169,2025-05-18 12:36:38.476169,34,Closed,2.9,True,False,Junior,False,True,473.46,True
3323,7393,Super Joey,Remote Pairing,Medium,-75.0,Bradley Williams,Technical Support,2025-03-13 12:36:38.476169,2024-07-21 12:36:38.476169,67,Closed,2.7,False,True,Junior,False,False,278.99,False
3324,1887,4K Joey,Hardware Failure,High,-61.0,Brittany Rivera,Installation,2025-05-02 12:36:38.476169,2025-12-20 12:36:38.476169,26,Closed,2.9,True,False,Junior,False,False,133.35,False
3325,7259,Hopper 3,Billing,Medium,-77.0,Mario Harmon,Sales,2024-08-14 12:36:38.476169,2024-11-25 12:36:38.476169,52,Open,2.5,False,True,Expert,False,False,398.28,True
3326,4423,Hopper 3,Upgrade,Critical,-93.0,Todd Maddox,Sales,2024-03-19 12:36:38.476169,2024-11-12 12:36:38.476169,16,In Progress,1.0,True,True,Senior,False,False,38.02,True
3327,2926,Joey,Installation,Critical,-61.0,Laura Freeman,Technical Support,2024-07-28 12:36:38.476169,2025-05-11 12:36:38.476169,56,Resolved,2.5,True,True,Senior,True,True,413.95,False
3328,3889,Wally,Upgrade,High,-63.0,Megan Stein,Installation,2024-05-13 12:36:38.476169,2025-08-22 12:36:38.476169,11,Closed,4.1,False,True,Expert,True,False,430.48,True
3329,8116,Joey,Upgrade,Low,-46.0,Allen Anderson,Billing,2025-12-09 12:36:38.476169,2024-06-18 12:36:38.476169,11,On Hold,1.5,True,True,Expert,False,True,284.53,False
3330,10288,4K Joey,Hardware Failure,Critical,-85.0,Christina Valencia,Technical Support,2025-02-09 12:36:38.476169,2024-10-15 12:36:38.476169,8,Resolved,4.9,True,True,Senior,True,True,118.07,True
3331,4455,Hopper 3,Upgrade,Critical,-57.0,Samuel Hunt Dds,Network Operations,2025-03-29 12:36:38.476169,2025-04-14 12:36:38.476169,24,Closed,4.9,False,False,Junior,False,True,81.07,True
3332,4379,Wally,Upgrade,Low,-31.0,Marisa Garza,Installation,2026-03-11 12:36:38.476169,2026-02-08 12:36:38.476169,41,Clsd,1.3,True,False,Junior,True,False,254.81,False
3333,1577,Wally,Upgrade,High,-48.0,Alexander Allen,Technical Support,2024-05-04 12:36:38.476169,2025-03-17 12:36:38.476169,3,Closed,1.5,True,True,Expert,False,True,483.77,True
3334,11275,Super Joey,Activation,Medium,-64.93720823798627,Amanda Spencer,Network Operations,2024-11-10 12:36:38.476169,2025-09-23 12:36:38.476169,66,Clsd,4.0,True,False,Expert,False,True,18.33,True
3335,9606,Hopper 2,Remote Pairing,High,-38.0,Andrew Perez,Billing,2025-10-24 12:36:38.476169,2025-03-30 12:36:38.476169,53,Closed,3.6,False,True,Junior,False,False,499.12,True
3336,7136,Hopper 3,Installation,Low,-64.93720823798627,Timothy Andrews,Billing,2024-05-28 12:36:38.476169,2025-07-04 12:36:38.476169,56,Closed,3.8,False,False,Junior,False,False,298.75,False
3337,1740,Outdoor Dish,Hardware Failure,Low,-95.0,James David,Installation,2025-05-20 12:36:38.476169,2024-10-13 12:36:38.476169,51,In Progress,2.7,True,False,Expert,False,False,458.39,False
3338,1732,Hopper 3,Cancellation,High,-96.0,Joseph Craig,Equipment Support,2026-02-26 12:36:38.476169,2025-05-14 12:36:38.476169,59,Clsd,2.7,True,True,Senior,False,True,67.07,True
3339,11688,4K Joey,Activation,High,-59.0,David Anderson,Installation,2024-08-19 12:36:38.476169,2025-11-17 12:36:38.476169,23,Open,2.8,True,False,Expert,True,True,95.49,False
3340,2975,Super Joey,Remote Pairing,Low,-64.93720823798627,Alexandra Davis,Installation,2024-07-13 12:36:38.476169,2024-10-21 12:36:38.476169,14,Open,1.6,False,False,Senior,False,True,390.65,True
3341,9122,Super Joey,Upgrade,Low,-93.0,Robert Martin,Billing,2025-02-16 12:36:38.476169,2025-07-04 12:36:38.476169,9,On Hold,2.1,False,False,Junior,True,False,407.37,True
3342,1272,Outdoor Dish,Signal Loss,Critical,-56.0,Nicole Gross,Equipment Support,2024-12-16 12:36:38.476169,2024-10-19 12:36:38.476169,44,Resolved,2.9,False,False,Senior,True,True,190.34,True
3343,7659,Hopper 2,Billing,Critical,-67.0,Dr. Joseph Campbell,Network Operations,2025-02-12 12:36:38.476169,2024-10-29 12:36:38.476169,30,In Progress,4.8,True,True,Expert,True,True,397.89,False
3344,5199,4K Joey,Cancellation,Critical,-43.0,Jordan Johnson,Installation,2024-03-15 12:36:38.476169,2025-07-16 12:36:38.476169,66,Closed,4.9,True,True,Junior,False,False,231.5,False
3345,2365,Hopper 2,Billing,Medium,-91.0,Daniel Edwards,Sales,2024-08-30 12:36:38.476169,2024-09-12 12:36:38.476169,2,Closed,4.5,False,False,Senior,True,True,324.34,False
3346,3111,Wally,Remote Pairing,Critical,-30.0,Nathan Bennett,Equipment Support,2025-05-17 12:36:38.476169,2025-04-12 12:36:38.476169,35,Clsd,3.5,True,False,Expert,False,True,407.78,True
3347,1450,Joey,Hardware Failure,Medium,-73.0,Jason Prince,Equipment Support,2024-07-28 12:36:38.476169,2025-05-07 12:36:38.476169,60,On Hold,4.6,False,False,Senior,True,True,423.98,False
3348,11188,Hopper 2,Activation,Medium,-41.0,Diane Copeland,Network Operations,2024-11-19 12:36:38.476169,2024-04-24 12:36:38.476169,23,On Hold,1.8,True,True,Expert,True,True,458.39,True
3349,4397,Outdoor Dish,Activation,Low,-97.0,Christopher Glenn,Installation,2025-11-27 12:36:38.476169,2025-01-02 12:36:38.476169,28,Clsd,2.5,True,False,Expert,True,False,305.83,True
3350,5227,Outdoor Dish,Billing,Low,-38.0,Victor Williams,Sales,2024-07-24 12:36:38.476169,2024-08-18 12:36:38.476169,28,Resolved,3.5,False,False,Senior,False,True,172.26,True
3351,1689,Joey,Billing,Medium,-88.0,Unassigned,Sales,2025-09-09 12:36:38.476169,2025-10-22 12:36:38.476169,71,Clsd,3.7,True,False,Junior,False,True,28.72,True
3352,3694,Wally,Cancellation,High,-37.0,Katherine Freeman,Billing,2024-06-05 12:36:38.476169,2024-11-20 12:36:38.476169,15,Closed,4.0,True,False,Junior,True,False,18.97,False
3353,1362,Joey,Billing,Critical,-61.0,Dr. Ashley Morris,Equipment Support,2025-05-02 12:36:38.476169,2026-01-14 12:36:38.476169,55,Clsd,2.3,True,True,Junior,True,False,330.34,True
3354,11646,Hopper 2,Signal Loss,Low,-66.0,Joshua Olson,Billing,2025-06-07 12:36:38.476169,2024-07-03 12:36:38.476169,43,In Progress,4.8,False,False,Expert,False,True,303.8,True
3355,10494,Joey,Upgrade,Medium,-30.0,Matthew Ortiz,Technical Support,2024-10-08 12:36:38.476169,2025-06-21 12:36:38.476169,14,Resolved,3.9,False,True,Junior,True,True,97.4,True
3356,12337,Super Joey,Billing,Critical,-42.0,Julia Washington,Network Operations,2025-07-29 12:36:38.476169,2024-09-07 12:36:38.476169,18,Clsd,1.7,False,True,Senior,True,False,223.67,False
3357,7019,Wally,Cancellation,Low,-91.0,Robert Smith,Billing,2025-01-23 12:36:38.476169,2026-02-25 12:36:38.476169,3,In Progress,4.7,False,False,Expert,True,False,288.6,False
3358,10001,Joey,Activation,Medium,-58.0,Jessica Ortiz,Equipment Support,2025-08-11 12:36:38.476169,2025-10-20 12:36:38.476169,37,Open,4.3,True,True,Junior,True,False,122.59,True
3359,9494,Wally,Activation,Critical,-75.0,Brandon Jones,Installation,2024-09-20 12:36:38.476169,2025-02-12 12:36:38.476169,54,Resolved,4.9,False,False,Senior,True,True,0.03,False
3360,5551,Hopper 2,Upgrade,Medium,-65.0,Austin Underwood,Technical Support,2025-04-29 12:36:38.476169,2025-10-16 12:36:38.476169,19,In Progress,2.3,False,True,Junior,False,False,62.6,False
3361,8067,Outdoor Dish,Hardware Failure,Low,-92.0,Robert James,Technical Support,2024-05-09 12:36:38.476169,2025-12-28 12:36:38.476169,29,Closed,1.4,True,True,Senior,False,False,258.07,True
3362,1578,Hopper 2,Cancellation,Low,-77.0,Colleen Perry,Sales,2024-09-07 12:36:38.476169,2025-04-27 12:36:38.476169,26,Open,4.9,False,False,Senior,False,True,298.04,False
3363,11372,Hopper 2,Hardware Failure,Critical,-64.93720823798627,Kristin Berry,Technical Support,2025-02-22 12:36:38.476169,2025-09-17 12:36:38.476169,71,Clsd,1.6,False,False,Expert,False,False,213.74,False
3364,11748,Super Joey,Signal Loss,Medium,-64.93720823798627,Walter Lamb,Sales,2024-11-11 12:36:38.476169,2024-12-03 12:36:38.476169,53,Resolved,3.6,True,False,Expert,False,False,154.57,True
3365,10983,Hopper 2,Billing,Medium,-80.0,Bryan Mitchell,Network Operations,2025-09-07 12:36:38.476169,2025-01-12 12:36:38.476169,41,Clsd,3.5,False,True,Junior,False,True,59.88,False
3366,4013,Joey,Upgrade,Medium,-65.0,Stacy Dominguez,Equipment Support,2025-05-22 12:36:38.476169,2024-03-22 12:36:38.476169,62,Resolved,3.6,False,False,Junior,False,True,150.36,True
3367,12773,4K Joey,Installation,Medium,-78.0,Lance Ramirez,Sales,2025-07-04 12:36:38.476169,2025-10-13 12:36:38.476169,41,Clsd,3.8,False,False,Senior,False,True,7.11,True
3368,9373,4K Joey,Upgrade,Critical,-83.0,Logan Fletcher,Network Operations,2025-03-04 12:36:38.476169,2025-06-02 12:36:38.476169,36,Open,2.1,True,False,Junior,True,True,337.56,False
3369,4385,Super Joey,Cancellation,High,-91.0,Jason Dunlap,Sales,2025-07-25 12:36:38.476169,2026-01-09 12:36:38.476169,58,Open,2.1,True,False,Expert,True,False,272.19,False
3370,9070,4K Joey,Cancellation,Low,-31.0,Sarah Bartlett,Sales,2024-04-28 12:36:38.476169,2024-04-08 12:36:38.476169,36,Closed,2.1,True,True,Expert,True,False,299.32,False
3371,5204,Wally,Cancellation,Low,-78.0,Austin Hurst Dds,Equipment Support,2024-12-20 12:36:38.476169,2025-02-12 12:36:38.476169,54,Open,4.9,True,True,Senior,True,False,309.31,True
3372,7441,Wally,Installation,Critical,-54.0,Tyler Baldwin,Billing,2024-10-13 12:36:38.476169,2025-07-02 12:36:38.476169,66,Closed,3.5,False,True,Senior,False,False,119.25,False
3373,1317,Hopper 2,Cancellation,Medium,-82.0,Manuel Richardson,Installation,2025-07-15 12:36:38.476169,2024-04-14 12:36:38.476169,1,On Hold,1.8,False,True,Expert,True,True,298.65,True
3374,1871,Outdoor Dish,Activation,Critical,-71.0,Alexander Watson,Technical Support,2024-04-03 12:36:38.476169,2025-08-21 12:36:38.476169,69,Resolved,1.2,True,False,Senior,True,False,218.25,True
3375,8251,Joey,Hardware Failure,Medium,-76.0,William Dunn,Sales,2025-03-20 12:36:38.476169,2024-09-10 12:36:38.476169,18,Closed,4.6,False,True,Junior,False,False,232.0,True
3376,4562,Hopper 3,Signal Loss,Low,-96.0,Tristan Clark,Installation,2025-11-22 12:36:38.476169,2025-12-25 12:36:38.476169,10,Resolved,3.4,False,False,Junior,False,True,46.83,False
3377,9763,Hopper 2,Installation,High,-64.0,David Ramsey,Equipment Support,2025-11-04 12:36:38.476169,2025-08-28 12:36:38.476169,16,Closed,2.8,False,True,Senior,True,False,178.59,False
3378,7618,Hopper 3,Billing,Medium,-75.0,Rebekah Johnson,Installation,2024-04-12 12:36:38.476169,2025-09-06 12:36:38.476169,58,Open,5.0,True,True,Junior,True,True,241.76,False
3379,2612,Wally,Billing,High,-67.0,Andres Hudson,Equipment Support,2025-06-01 12:36:38.476169,2025-08-04 12:36:38.476169,42,Resolved,4.5,True,False,Expert,False,True,129.2,False
3380,2899,4K Joey,Signal Loss,Critical,-81.0,Devin Jackson,Technical Support,2024-10-23 12:36:38.476169,2024-07-07 12:36:38.476169,25,Resolved,4.4,False,False,Expert,True,True,188.56,True
3381,5099,Wally,Activation,Low,-49.0,Ian Baker,Installation,2025-05-27 12:36:38.476169,2024-03-26 12:36:38.476169,59,Closed,1.2,False,True,Junior,True,True,253.83,True
3382,9236,Hopper 2,Remote Pairing,Critical,-48.0,Donna Diaz,Equipment Support,2024-05-08 12:36:38.476169,2025-02-21 12:36:38.476169,20,Open,4.3,False,True,Junior,False,False,69.88,True
3383,8824,Super Joey,Hardware Failure,Medium,-54.0,Dr. Paul Miller Ii,Equipment Support,2025-06-30 12:36:38.476169,2024-05-22 12:36:38.476169,67,On Hold,4.8,False,True,Expert,True,False,164.67,False
3384,3924,Wally,Signal Loss,Low,-89.0,Robert Parker,Equipment Support,2025-01-02 12:36:38.476169,2024-12-19 12:36:38.476169,48,On Hold,3.9,False,True,Senior,True,False,388.58,True
3385,4787,Hopper 3,Activation,Medium,-77.0,Brian Lewis,Network Operations,2025-01-29 12:36:38.476169,2024-12-08 12:36:38.476169,71,Resolved,1.3,False,False,Expert,False,False,123.65,True
3386,3913,Super Joey,Cancellation,Critical,-78.0,David Miller,Billing,2024-11-27 12:36:38.476169,2025-08-16 12:36:38.476169,7,Closed,2.2,False,True,Expert,True,True,421.53,True
3387,4345,Hopper 2,Billing,Critical,-94.0,Michael Butler,Installation,2025-01-25 12:36:38.476169,2025-02-14 12:36:38.476169,17,Resolved,2.0,False,True,Expert,True,True,174.36,False
3388,4288,4K Joey,Cancellation,Low,-93.0,Shawn Thomas,Billing,2026-02-16 12:36:38.476169,2024-08-21 12:36:38.476169,46,On Hold,4.2,True,True,Junior,True,True,91.56,True
3389,3623,Joey,Cancellation,Low,-34.0,Peter Casey,Network Operations,2025-08-28 12:36:38.476169,2025-04-30 12:36:38.476169,12,Open,1.3,False,False,Senior,True,True,53.76,True
3390,11535,Hopper 3,Installation,High,-89.0,Tyler Brown,Network Operations,2025-09-28 12:36:38.476169,2025-09-16 12:36:38.476169,5,On Hold,3.0,False,False,Expert,False,False,184.0,False
3391,8306,Outdoor Dish,Hardware Failure,Critical,-32.0,Leon Patterson,Sales,2025-01-09 12:36:38.476169,2024-10-13 12:36:38.476169,29,On Hold,1.9,True,False,Senior,False,True,456.27,False
3392,12856,Wally,Activation,Low,-83.0,Patrick Rice,Billing,2025-10-12 12:36:38.476169,2025-02-06 12:36:38.476169,32,Clsd,3.0,True,False,Senior,False,False,294.73,True
3393,5950,Outdoor Dish,Upgrade,Medium,-98.0,Miss Jillian Cannon,Billing,2025-08-30 12:36:38.476169,2025-07-21 12:36:38.476169,64,Closed,1.6,False,True,Junior,True,False,280.2,True
3394,7783,Outdoor Dish,Activation,Low,-71.0,Kimberly Fox,Equipment Support,2025-06-25 12:36:38.476169,2025-07-12 12:36:38.476169,51,Clsd,1.8,True,False,Expert,True,True,109.81,True
3395,6974,4K Joey,Activation,Low,-36.0,Unassigned,Billing,2025-06-05 12:36:38.476169,2024-10-06 12:36:38.476169,63,Clsd,1.4,False,True,Junior,True,False,491.76,True
3396,10989,Hopper 3,Remote Pairing,Low,-65.0,Unassigned,Installation,2025-08-24 12:36:38.476169,2025-08-24 12:36:38.476169,34,Open,3.8,False,False,Expert,True,True,178.5,True
3397,4546,Wally,Cancellation,Critical,-54.0,William Aguilar,Billing,2025-06-01 12:36:38.476169,2025-10-05 12:36:38.476169,37,On Hold,2.0,True,False,Senior,False,True,249.05,False
3398,4922,Super Joey,Activation,Low,-31.0,Elizabeth Bryant,Technical Support,2024-03-30 12:36:38.476169,2025-09-27 12:36:38.476169,49,Closed,3.4,True,True,Senior,True,True,67.83,True
3399,3876,Super Joey,Remote Pairing,Critical,-77.0,Donald Mccann,Sales,2024-07-26 12:36:38.476169,2025-01-05 12:36:38.476169,20,Clsd,4.0,False,False,Senior,True,False,308.92,True
3400,9123,Outdoor Dish,Installation,High,-64.93720823798627,Danielle Rodriguez,Installation,2025-12-11 12:36:38.476169,2025-05-15 12:36:38.476169,44,On Hold,4.3,True,True,Expert,False,True,293.79,True
3401,3800,4K Joey,Signal Loss,High,-66.0,Stephen Wood,Sales,2024-08-25 12:36:38.476169,2025-01-07 12:36:38.476169,53,Resolved,1.3,False,True,Expert,True,False,264.91,False
3402,2089,Hopper 3,Cancellation,Critical,-91.0,Megan Rodriguez,Network Operations,2025-07-31 12:36:38.476169,2025-12-15 12:36:38.476169,22,Resolved,1.1,False,False,Senior,False,True,347.38,True
3403,11281,Hopper 3,Billing,High,-94.0,Karen Brown,Installation,2025-08-29 12:36:38.476169,2025-11-25 12:36:38.476169,41,Open,3.2,False,False,Senior,False,True,48.25,False
