Ticket_ID,Customer_ID,Equipment_Model,Issue_Category,Priority_Level,Status,Department,Technician_Assigned,Overall_Performance_Score,Performance_Tier,Created_Date,Resolution_Time_Hrs,Resolution_Efficiency,Issue_Resolution_Time,Signal_Quality,Reliability_Index,Customer_Satisfaction_Rating,Escalation_Flag,First_Contact_Resolution,Remote_Resolution_Attempted,Cost_Of_Resolution,Issue_Impact_Score
2904,3450,Joey,Signal Loss,High,Clsd,Network Operations,Melanie Haynes,26,Developing,2026-02-06 12:36:38.476169,45,Low,Medium_72h,Good,31,1.2,True,False,True,201.41,50
2905,2405,4K Joey,Activation,Low,Resolved,Network Operations,Christopher Sellers,73,Proficient,2024-08-15 12:36:38.476169,40,Low,Medium_72h,Fair,31,3.8,False,True,False,138.58,50
2906,5148,Super Joey,Remote Pairing,Medium,On Hold,Installation,Lauren Garcia,82,Proficient,2024-03-25 12:36:38.476169,41,Low,Medium_72h,Good,31,4.8,True,True,True,69.63,50
2907,11037,Super Joey,Upgrade,Low,Closed,Technical Support,Victoria Park,42,Developing,2025-09-25 12:36:38.476169,44,Low,Medium_72h,Excellent,31,4.6,True,False,False,462.85,50
2908,7030,Hopper 2,Billing,Medium,Resolved,Network Operations,Kristi Adams,34,Developing,2025-07-27 12:36:38.476169,40,Low,Medium_72h,Excellent,32,1.7,True,False,False,109.71,50
2909,12135,Outdoor Dish,Signal Loss,High,Clsd,Network Operations,John Wong,57,Developing,2025-01-04 12:36:38.476169,71,Low,Medium_72h,Excellent,30,3.3,True,True,True,188.21,50
2910,11464,Super Joey,Activation,Critical,In Progress,Sales,Patrick Pacheco,50,Developing,2026-03-07 12:36:38.476169,22,High,High_24h,Good,31,4.7,True,False,True,487.86,50
2911,5436,Hopper 3,Signal Loss,Low,Closed,Network Operations,Shannon Romero,43,Developing,2025-06-16 12:36:38.476169,31,High,Medium_72h,Excellent,28,2.1,False,False,False,17.88,50
2912,4453,Wally,Hardware Failure,Medium,Closed,Billing,Phillip Shannon,81,Proficient,2024-08-15 12:36:38.476169,16,High,High_24h,Poor,31,3.2,False,True,True,3.56,50
2913,4116,Hopper 3,Installation,Medium,Clsd,Network Operations,Jason Campbell,73,Proficient,2024-05-20 12:36:38.476169,28,High,Medium_72h,Excellent,28,4.3,False,False,False,43.58,50
2914,7292,Wally,Remote Pairing,Low,Closed,Technical Support,Sarah Bond,67,Developing,2026-02-14 12:36:38.476169,26,High,Medium_72h,Excellent,31,1.8,False,True,False,38.85,50
2915,7241,4K Joey,Billing,Critical,Open,Network Operations,Jessica Ayala,52,Developing,2024-09-25 12:36:38.476169,66,Low,Medium_72h,Good,31,2.9,True,True,False,308.05,50
2916,5666,Hopper 2,Installation,Low,On Hold,Equipment Support,Allison Mcdonald,90,Expert,2025-04-23 12:36:38.476169,16,High,High_24h,Fair,32,4.9,True,True,False,89.07,50
2917,2506,Outdoor Dish,Upgrade,Medium,Closed,Technical Support,Gary Clark,42,Developing,2025-03-12 12:36:38.476169,62,Low,Medium_72h,Poor,30,3.9,False,False,False,85.56,50
2918,12290,4K Joey,Remote Pairing,Medium,On Hold,Sales,Maurice Crawford,11,Developing,2024-07-11 12:36:38.476169,70,Low,Medium_72h,Good,31,1.2,True,False,True,406.87,50
2919,7239,Outdoor Dish,Billing,Low,Closed,Equipment Support,Kenneth Barnett,57,Developing,2025-04-24 12:36:38.476169,12,High,High_24h,Poor,30,3.8,True,False,False,159.28,50
2920,8783,Super Joey,Remote Pairing,Medium,Closed,Billing,Alicia Gutierrez,28,Developing,2025-08-04 12:36:38.476169,68,Low,Medium_72h,Good,31,2.2,True,False,False,90.55,50
2921,8247,Hopper 2,Installation,Low,Closed,Technical Support,Steven Kelly,25,Developing,2024-08-05 12:36:38.476169,51,Low,Medium_72h,Fair,32,1.5,False,False,True,246.14,50
2922,4584,Outdoor Dish,Activation,Medium,On Hold,Billing,Cheryl Gilbert,78,Proficient,2024-05-03 12:36:38.476169,11,High,High_24h,Excellent,30,3.6,True,True,True,243.56,50
2923,1732,4K Joey,Installation,Critical,Open,Network Operations,Tracy Robinson,67,Developing,2024-05-25 12:36:38.476169,30,High,Medium_72h,Excellent,31,2.1,True,True,False,52.03,50
2924,4327,Joey,Hardware Failure,Critical,On Hold,Technical Support,Tasha Flynn,70,Proficient,2025-07-24 12:36:38.476169,41,Low,Medium_72h,Good,31,4.1,True,True,False,299.93,50
2925,7331,Hopper 2,Signal Loss,Critical,In Progress,Technical Support,Christopher Esparza,68,Developing,2025-04-17 12:36:38.476169,28,High,Medium_72h,Poor,32,3.0,False,True,False,274.21,50
2926,10798,Super Joey,Hardware Failure,Critical,Clsd,Sales,Darren Lee,53,Developing,2026-02-24 12:36:38.476169,60,Low,Medium_72h,Excellent,31,3.9,True,False,False,253.03,50
2927,1464,Wally,Hardware Failure,Medium,Open,Network Operations,Elizabeth Arias,48,Developing,2025-05-02 12:36:38.476169,32,High,Medium_72h,Good,31,3.2,False,False,True,93.34,50
2928,5513,Super Joey,Cancellation,Medium,On Hold,Billing,Donna Stephens,67,Developing,2024-08-23 12:36:38.476169,4,High,Critical_4h,Fair,31,3.0,False,False,True,81.08,50
2929,7784,Outdoor Dish,Hardware Failure,High,Closed,Equipment Support,David Kirby,52,Developing,2026-03-07 12:36:38.476169,31,High,Medium_72h,Poor,30,3.7,False,False,False,67.79,50
2930,3756,Outdoor Dish,Signal Loss,Low,Clsd,Sales,Edward Mills,64,Developing,2025-05-13 12:36:38.476169,67,Low,Medium_72h,Good,30,3.8,True,True,False,113.35,50
2931,5695,Outdoor Dish,Hardware Failure,High,Resolved,Equipment Support,Paula Medina,70,Proficient,2024-12-22 12:36:38.476169,72,Low,Medium_72h,Excellent,30,5.0,True,True,True,135.13,50
2932,11500,Super Joey,Signal Loss,High,Clsd,Sales,Kimberly Miller,71,Proficient,2024-11-17 12:36:38.476169,69,Low,Medium_72h,Fair,31,3.4,True,True,False,253.05,50
2933,12746,Hopper 3,Hardware Failure,Medium,Clsd,Billing,Sharon Jones,58,Developing,2025-11-15 12:36:38.476169,57,Low,Medium_72h,Fair,28,3.1,False,True,False,260.95,50
2934,6984,Super Joey,Remote Pairing,High,Closed,Technical Support,Maurice Kelley,36,Developing,2025-07-24 12:36:38.476169,24,High,High_24h,Poor,31,2.8,True,False,False,468.41,50
2935,9592,Hopper 2,Signal Loss,Critical,On Hold,Billing,Thomas Manning,39,Developing,2025-09-18 12:36:38.476169,44,Low,Medium_72h,Poor,32,2.6,True,False,True,116.28,50
2936,6654,Hopper 2,Cancellation,Critical,Open,Installation,George Parker,52,Developing,2025-07-02 12:36:38.476169,44,Low,Medium_72h,Good,32,4.4,False,False,True,85.79,50
2937,4848,4K Joey,Activation,Critical,Closed,Equipment Support,Deborah Garcia,49,Developing,2024-11-15 12:36:38.476169,55,Low,Medium_72h,Poor,31,1.9,False,True,False,310.36,50
2938,7921,Hopper 3,Activation,Low,Open,Sales,Tracy Stevens,31,Developing,2026-01-04 12:36:38.476169,44,Low,Medium_72h,Excellent,28,2.7,False,False,True,399.84,50
2939,4255,Wally,Cancellation,Medium,Resolved,Billing,Amanda Parker,73,Proficient,2025-04-01 12:36:38.476169,38,Low,Medium_72h,Fair,31,3.8,False,True,False,163.58,50
2940,11565,Hopper 3,Activation,High,Open,Billing,Tara Thomas,42,Developing,2024-08-27 12:36:38.476169,25,High,Medium_72h,Poor,28,2.1,False,False,False,226.7,50
2941,8845,Joey,Hardware Failure,Critical,On Hold,Technical Support,Laura Smith,57,Developing,2025-09-20 12:36:38.476169,7,High,High_24h,Fair,31,3.8,False,False,True,230.1,50
2942,10612,4K Joey,Installation,Low,On Hold,Equipment Support,Amy Shelton,27,Developing,2025-01-18 12:36:38.476169,57,Low,Medium_72h,Excellent,31,3.0,True,False,True,456.01,50
2943,5838,Hopper 3,Hardware Failure,Medium,Clsd,Billing,Mary Aguirre,51,Developing,2024-08-22 12:36:38.476169,55,Low,Medium_72h,Excellent,28,2.9,True,True,False,486.99,50
2944,7338,Hopper 2,Billing,High,Closed,Technical Support,Unassigned,53,Developing,2024-04-09 12:36:38.476169,45,Low,Medium_72h,Fair,32,3.5,False,True,False,440.76,50
2945,5789,Outdoor Dish,Cancellation,Critical,Closed,Technical Support,William Deleon,25,Developing,2024-04-01 12:36:38.476169,46,Low,Medium_72h,Fair,30,1.0,True,False,True,193.28,50
2946,8328,Joey,Upgrade,Critical,Clsd,Installation,Sara Baldwin,52,Developing,2024-08-05 12:36:38.476169,4,High,Critical_4h,Good,31,4.0,True,False,True,471.67,50
2947,6150,Hopper 3,Cancellation,High,On Hold,Billing,John Gonzalez,65,Developing,2026-02-26 12:36:38.476169,2,High,Critical_4h,Good,28,4.9,False,True,False,326.34,50
2948,9547,Super Joey,Signal Loss,Critical,On Hold,Sales,Lisa Davis,57,Developing,2024-12-29 12:36:38.476169,61,Low,Medium_72h,Excellent,31,2.7,True,True,False,181.74,50
2949,2909,Joey,Billing,Critical,Clsd,Network Operations,Christopher Nelson,53,Developing,2025-08-20 12:36:38.476169,48,Low,Medium_72h,Excellent,31,1.9,False,False,True,66.78,50
2950,5283,Super Joey,Billing,Critical,In Progress,Sales,Teresa Rivers,53,Developing,2024-06-21 12:36:38.476169,33,High,Medium_72h,Fair,31,1.3,False,True,False,285.87,50
2951,2017,Super Joey,Upgrade,High,Clsd,Technical Support,Brandon Park,65,Developing,2025-07-16 12:36:38.476169,67,Low,Medium_72h,Excellent,31,4.2,False,True,True,169.24,50
2952,2378,Outdoor Dish,Hardware Failure,Critical,Closed,Technical Support,Jennifer Reed,47,Developing,2025-11-01 12:36:38.476169,62,Low,Medium_72h,Excellent,30,1.2,True,True,True,136.24,50
2953,4446,Wally,Upgrade,Critical,Resolved,Technical Support,Rhonda Nelson,71,Proficient,2024-07-13 12:36:38.476169,23,High,High_24h,Excellent,31,2.9,True,True,True,189.98,50
2954,11320,Outdoor Dish,Upgrade,High,On Hold,Network Operations,Ian Jones,68,Developing,2025-05-20 12:36:38.476169,18,High,High_24h,Excellent,30,2.5,True,True,False,240.88,50
2955,8414,Super Joey,Cancellation,High,Clsd,Installation,James Schwartz,82,Proficient,2024-10-14 12:36:38.476169,32,High,Medium_72h,Excellent,31,4.4,True,True,False,83.91,50
2956,6517,Joey,Upgrade,Critical,On Hold,Equipment Support,Cynthia Robinson,47,Developing,2025-06-27 12:36:38.476169,19,High,High_24h,Good,31,2.4,False,False,True,92.1,50
2957,5661,Hopper 3,Upgrade,Low,Closed,Technical Support,David Snyder,46,Developing,2025-02-10 12:36:38.476169,45,Low,Medium_72h,Poor,28,3.7,False,False,False,116.67,50
2958,4860,Outdoor Dish,Remote Pairing,Medium,Open,Sales,Christopher Owen,67,Developing,2025-12-31 12:36:38.476169,6,High,High_24h,Excellent,30,5.0,True,False,True,166.27,50
2959,12131,Hopper 2,Billing,Low,Clsd,Equipment Support,Victoria Barnett,53,Developing,2024-04-19 12:36:38.476169,2,High,Critical_4h,Excellent,32,3.4,False,False,False,309.02,50
2960,4035,4K Joey,Hardware Failure,High,Closed,Equipment Support,Melissa Jackson,50,Developing,2024-11-15 12:36:38.476169,40,Low,Medium_72h,Good,31,3.8,True,False,False,66.94,50
2961,11217,Wally,Activation,Medium,Closed,Installation,Sharon Murphy,68,Developing,2025-06-04 12:36:38.476169,51,Low,Medium_72h,Fair,31,3.9,False,True,True,205.19,50
2962,10454,Super Joey,Cancellation,Critical,Resolved,Technical Support,Jason Reid,82,Proficient,2024-12-30 12:36:38.476169,6,High,High_24h,Poor,31,3.8,True,True,False,222.24,50
2963,12034,Outdoor Dish,Upgrade,Medium,Clsd,Network Operations,Allen Craig,63,Developing,2025-08-29 12:36:38.476169,18,High,High_24h,Fair,30,2.7,True,True,True,475.07,50
2964,10708,Wally,Hardware Failure,High,On Hold,Network Operations,Robert Watson,49,Developing,2025-01-03 12:36:38.476169,60,Low,Medium_72h,Good,31,3.9,True,True,True,105.91,50
2965,4263,Hopper 3,Signal Loss,High,In Progress,Installation,Michael Jones,48,Developing,2024-07-17 12:36:38.476169,36,High,Medium_72h,Excellent,28,3.0,False,False,True,456.02,50
2966,2872,Wally,Upgrade,Critical,On Hold,Sales,Desiree Lambert,27,Developing,2025-12-21 12:36:38.476169,67,Low,Medium_72h,Excellent,31,3.0,False,False,True,332.47,50
2967,4379,Hopper 3,Activation,Medium,Resolved,Installation,Brandon Lee,56,Developing,2025-06-30 12:36:38.476169,11,High,High_24h,Poor,28,4.7,True,False,True,412.09,50
2968,8551,Hopper 3,Billing,Low,Closed,Equipment Support,Carrie Henry,78,Proficient,2025-08-23 12:36:38.476169,3,High,Critical_4h,Excellent,28,4.3,True,True,True,495.55,50
2969,7316,Hopper 2,Billing,Low,Open,Equipment Support,Jeanne Webster,42,Developing,2026-02-28 12:36:38.476169,67,Low,Medium_72h,Poor,32,4.6,True,False,True,207.68,50
2970,7858,4K Joey,Signal Loss,Low,Resolved,Equipment Support,Ann Watson,41,Developing,2024-12-20 12:36:38.476169,51,Low,Medium_72h,Good,31,3.6,True,False,False,188.7,50
2971,12317,Outdoor Dish,Installation,Critical,Open,Installation,Jordan Sanders,75,Proficient,2024-09-05 12:36:38.476169,57,Low,Medium_72h,Good,30,4.6,True,True,False,52.37,50
2972,2979,Hopper 3,Cancellation,High,Resolved,Installation,Kathleen Gardner,26,Developing,2024-10-05 12:36:38.476169,18,High,High_24h,Excellent,28,1.0,True,False,True,470.16,50
2973,9312,Joey,Upgrade,Low,Closed,Billing,Daniel Lynch,40,Developing,2026-01-27 12:36:38.476169,24,High,High_24h,Excellent,31,2.3,False,False,True,240.89,50
2974,7491,Super Joey,Signal Loss,Low,Closed,Sales,Tony Pearson,76,Proficient,2025-10-01 12:36:38.476169,20,High,High_24h,Good,31,3.3,False,True,False,152.34,50
2975,5607,Joey,Upgrade,Low,On Hold,Technical Support,Brandi Diaz,68,Developing,2025-06-03 12:36:38.476169,58,Low,Medium_72h,Poor,31,4.0,False,True,True,143.8,50
2976,11252,Outdoor Dish,Billing,Critical,Resolved,Installation,Amy Farmer,40,Developing,2025-12-19 12:36:38.476169,36,High,Medium_72h,Good,30,1.9,True,False,False,5.22,50
2977,2436,Hopper 3,Remote Pairing,Medium,Closed,Equipment Support,Ryan Mcconnell,45,Developing,2026-02-26 12:36:38.476169,27,High,Medium_72h,Poor,28,3.9,True,False,False,417.62,50
2978,8168,Super Joey,Signal Loss,High,Closed,Equipment Support,Keith Lopez,52,Developing,2026-02-01 12:36:38.476169,61,Low,Medium_72h,Fair,31,1.6,True,True,False,68.62,50
2979,2537,Hopper 3,Signal Loss,Medium,Resolved,Network Operations,James Torres,25,Developing,2026-01-27 12:36:38.476169,62,Low,Medium_72h,Excellent,28,2.5,True,False,False,331.65,50
2980,7892,Wally,Signal Loss,Medium,Closed,Technical Support,Kenneth Hood,82,Proficient,2025-12-01 12:36:38.476169,16,High,High_24h,Fair,31,3.5,False,True,False,27.94,50
2981,2417,Hopper 3,Cancellation,High,Resolved,Installation,Adam Clark,58,Developing,2024-05-29 12:36:38.476169,29,High,Medium_72h,Good,28,2.2,True,True,False,164.53,50
2982,11083,Hopper 2,Billing,Medium,Closed,Technical Support,Rachel Chapman,69,Developing,2024-09-26 12:36:38.476169,33,High,Medium_72h,Good,32,4.3,True,True,False,480.58,50
2983,1198,Super Joey,Cancellation,Low,In Progress,Equipment Support,Lori Stephens,40,Developing,2025-12-07 12:36:38.476169,13,High,High_24h,Poor,31,1.3,False,False,False,136.55,50
2984,5180,Hopper 3,Installation,Low,Clsd,Technical Support,Phillip Robinson,55,Developing,2024-09-18 12:36:38.476169,48,Low,Medium_72h,Fair,28,3.1,False,True,False,471.79,50
2985,3299,Hopper 2,Remote Pairing,Low,Resolved,Installation,Amanda Randolph,41,Developing,2025-03-13 12:36:38.476169,67,Low,Medium_72h,Good,32,2.1,False,True,False,470.32,50
2986,12321,Joey,Signal Loss,High,On Hold,Equipment Support,Lisa Harmon,76,Proficient,2025-09-29 12:36:38.476169,34,High,Medium_72h,Poor,31,3.8,True,True,True,91.8,50
2987,2688,Hopper 2,Upgrade,Low,Clsd,Sales,James Harrington,52,Developing,2025-01-13 12:36:38.476169,40,Low,Medium_72h,Excellent,32,2.2,False,True,False,478.19,50
2988,2979,Super Joey,Installation,Medium,Closed,Technical Support,Charles Allison,49,Developing,2025-03-31 12:36:38.476169,20,High,High_24h,Fair,31,3.2,False,False,False,190.51,50
2989,6698,Wally,Activation,Low,In Progress,Equipment Support,Johnny Patterson,50,Developing,2024-04-29 12:36:38.476169,39,Low,Medium_72h,Excellent,31,3.7,True,False,True,59.99,50
2990,6845,Outdoor Dish,Installation,Low,Resolved,Equipment Support,Donna Irwin,72,Proficient,2026-01-11 12:36:38.476169,64,Low,Medium_72h,Good,30,4.8,True,True,False,130.76,50
2991,12369,Hopper 3,Installation,Low,Resolved,Equipment Support,Alyssa Taylor,53,Developing,2024-12-03 12:36:38.476169,60,Low,Medium_72h,Good,28,3.4,True,True,False,468.57,50
2992,12000,Joey,Cancellation,Critical,Open,Equipment Support,Jose Ford,61,Developing,2025-04-10 12:36:38.476169,16,High,High_24h,Excellent,31,2.5,False,True,True,490.05,50
2993,3210,Super Joey,Remote Pairing,Low,On Hold,Technical Support,Nathan Richardson,64,Developing,2025-01-11 12:36:38.476169,13,High,High_24h,Good,31,1.8,True,True,True,280.07,50
2994,6686,Super Joey,Remote Pairing,Low,Closed,Installation,Kelly Roth,33,Developing,2026-02-13 12:36:38.476169,49,Low,Medium_72h,Poor,31,3.1,False,False,False,374.48,50
2995,10060,Super Joey,Cancellation,Critical,On Hold,Network Operations,Gina Mcgee,38,Developing,2025-11-15 12:36:38.476169,26,High,Medium_72h,Excellent,31,2.2,True,False,True,236.0,50
2996,12515,Super Joey,Remote Pairing,Critical,In Progress,Equipment Support,Willie Woods,55,Developing,2024-03-29 12:36:38.476169,18,High,High_24h,Fair,31,4.3,False,False,True,278.61,50
2997,3995,Joey,Signal Loss,High,Resolved,Installation,Courtney Price Md,77,Proficient,2025-08-22 12:36:38.476169,18,High,High_24h,Good,31,3.6,False,True,True,200.63,50
2998,2790,Wally,Installation,Critical,Closed,Installation,Jacob Rodriguez,66,Developing,2024-09-26 12:36:38.476169,47,Low,Medium_72h,Poor,31,3.9,False,True,False,291.1,50
2999,3615,Hopper 2,Cancellation,Critical,Clsd,Installation,David Rich,59,Developing,2025-05-06 12:36:38.476169,27,High,Medium_72h,Good,32,1.1,True,True,True,26.13,50
3000,1631,Hopper 3,Upgrade,Low,Resolved,Installation,Stephen Fox,41,Developing,2024-09-01 12:36:38.476169,52,Low,Medium_72h,Excellent,28,3.8,True,False,True,232.29,50
3001,8097,Outdoor Dish,Activation,Critical,On Hold,Network Operations,Christopher Pierce,53,Developing,2025-11-19 12:36:38.476169,28,High,Medium_72h,Excellent,30,1.6,False,True,False,430.3,50
3002,5446,Outdoor Dish,Activation,Critical,Closed,Network Operations,Manuel Paul,44,Developing,2025-12-08 12:36:38.476169,72,Low,Medium_72h,Excellent,30,1.2,False,True,True,117.12,50
3003,10307,Outdoor Dish,Installation,Low,In Progress,Billing,Christina Smith,53,Developing,2025-08-25 12:36:38.476169,59,Low,Medium_72h,Poor,30,4.4,True,True,True,13.83,50
3004,11840,Outdoor Dish,Cancellation,Medium,Clsd,Installation,Jessica Aguilar,51,Developing,2025-08-02 12:36:38.476169,33,High,Medium_72h,Excellent,30,1.2,True,True,True,348.74,50
3005,5113,Hopper 2,Billing,Medium,Open,Billing,Kathleen Chambers,46,Developing,2025-04-02 12:36:38.476169,65,Low,Medium_72h,Good,32,2.5,False,True,True,435.72,50
3006,7636,Outdoor Dish,Signal Loss,High,Closed,Technical Support,Mark Ellis,79,Proficient,2024-10-20 12:36:38.476169,43,Low,Medium_72h,Excellent,30,4.6,False,True,False,79.26,50
3007,5313,Outdoor Dish,Upgrade,Critical,Clsd,Billing,Barbara Martinez,54,Developing,2024-11-10 12:36:38.476169,2,High,Critical_4h,Excellent,30,3.0,True,False,False,193.5,50
3008,11724,Hopper 2,Signal Loss,Critical,On Hold,Billing,Timothy Smith,63,Developing,2024-06-03 12:36:38.476169,40,Low,Medium_72h,Fair,32,1.2,True,False,True,160.0,50
3009,7804,4K Joey,Hardware Failure,Critical,In Progress,Installation,Eric Davis,54,Developing,2025-09-24 12:36:38.476169,23,High,High_24h,Fair,31,1.1,True,False,True,289.02,50
3010,5367,Super Joey,Remote Pairing,High,Clsd,Network Operations,Sheila Brady,47,Developing,2025-03-08 12:36:38.476169,34,High,Medium_72h,Poor,31,2.9,False,False,True,16.76,50
3011,4025,4K Joey,Activation,Low,Clsd,Technical Support,Alexis Frazier,50,Developing,2026-01-02 12:36:38.476169,38,Low,Medium_72h,Excellent,31,4.1,True,False,True,239.47,50
3012,12629,Outdoor Dish,Cancellation,High,In Progress,Network Operations,Beverly Perkins,67,Developing,2024-08-22 12:36:38.476169,37,Low,Medium_72h,Good,30,2.4,True,True,False,56.64,50
3013,5760,Hopper 2,Cancellation,Medium,Open,Sales,April Jackson,42,Developing,2024-06-06 12:36:38.476169,43,Low,Medium_72h,Poor,32,4.3,False,False,False,409.01,50
3014,7754,Joey,Cancellation,High,Resolved,Sales,Laurie Rangel,62,Developing,2025-09-07 12:36:38.476169,30,High,Medium_72h,Good,31,1.7,False,True,False,143.36,50
3015,12881,Hopper 3,Billing,Low,In Progress,Sales,Latoya Watts,47,Developing,2024-07-13 12:36:38.476169,8,High,High_24h,Fair,28,2.2,True,False,True,162.21,50
3016,11741,Joey,Hardware Failure,Critical,Closed,Sales,Alice Myers,47,Developing,2026-01-24 12:36:38.476169,35,High,Medium_72h,Excellent,31,3.7,True,False,True,202.58,50
3017,10148,Hopper 2,Billing,High,Clsd,Equipment Support,William Wilkinson,67,Developing,2026-02-23 12:36:38.476169,37,Low,Medium_72h,Good,32,2.6,False,True,True,71.65,50
3018,10885,Joey,Cancellation,High,Clsd,Network Operations,Katherine Henderson,39,Developing,2025-07-19 12:36:38.476169,53,Low,Medium_72h,Good,31,4.1,True,False,False,362.31,50
3019,8089,Super Joey,Activation,High,In Progress,Billing,Michael Moody,63,Developing,2025-09-02 12:36:38.476169,10,High,High_24h,Fair,31,3.0,True,False,False,308.52,50
3020,2188,Joey,Remote Pairing,Critical,On Hold,Equipment Support,Hannah Vega,49,Developing,2025-06-16 12:36:38.476169,55,Low,Medium_72h,Fair,31,1.1,True,True,False,120.75,50
